Course code,Teacher Id,Hours
I-4504,19610623-0005,227.0
I-4504,19780317-0052,134.0
I-4505,19560612-0010,279.0
I-4505,19750220-0037,100.0
I-4506,19600905-0003,247.0
I-4506,19781125-0031,108.0
I-4506,19900211-0140,120.0
I-4507,19620424-0026,272.0
I-4507,19750102-0059,85.0
I-4507,19930228-0086,126.0
I-4508,19580515-0017,271.0
I-4508,19750705-0033,119.0
I-4509,19680712-0028,244.0
I-4509,19770224-0058,122.0
I-4510,19610918-0027,251.0
I-4510,19761020-0044,132.0
I-4511,19600814-0002,280.0
I-4511,19781130-0054,123.0
I-4511,19910817-0092,101.0
I-4512,19690513-0015,235.0
I-4512,19780424-0057,103.0
I-4512,19931231-0099,94.0
I-4513,19610918-0027,251.0
I-4513,19750122-0056,106.0
I-4514,19690917-0022,240.0
I-4514,19750122-0056,136.0
I-4514,19921208-0097,98.0
I-4515,19570828-0008,268.0
I-4515,19750705-0033,129.0
I-4516,19600905-0003,245.0
I-4516,19780602-0035,90.0
I-4516,19900902-0090,103.0
I-4517,19690408-0009,278.0
I-4517,19750417-0051,120.0
I-4518,19570828-0008,283.0
I-4518,19760524-0046,126.0
I-4519,19620424-0026,258.0
I-4519,19750722-0060,133.0
I-4520,19580515-0017,284.0
I-4520,19751018-0039,128.0
I-4521,19690408-0009,279.0
I-4521,19761020-0044,91.0
I-4521,19930302-0135,142.0
I-4522,19640414-0013,258.0
I-4522,19790702-0038,136.0
I-4522,19900211-0140,112.0
I-4523,19561222-0030,271.0
I-4523,19750705-0033,136.0
I-4524,19561222-0030,285.0
I-4524,19750102-0059,159.0
I-4524,19920505-0115,119.0
I-4525,19610620-0006,222.0
I-4525,19750122-0056,119.0
I-4525,19930919-0137,153.0
I-4526,19580218-0007,270.0
I-4526,19750331-0036,110.0
I-4526,19910327-0096,136.0
I-4527,19580515-0017,242.0
I-4527,19770224-0058,101.0
I-4528,19570826-0012,289.0
I-4528,19780815-0047,157.0
I-4529,19680712-0028,247.0
I-4529,19761009-0055,136.0
I-4529,19900317-0083,94.0
I-4530,19640414-0013,231.0
I-4530,19770713-0042,101.0
I-4531,19690408-0009,271.0
I-4531,19790702-0038,131.0
I-4531,19930906-0110,106.0
I-4532,19570828-0008,228.0
I-4532,19750220-0037,102.0
I-4533,19600814-0002,263.0
I-4533,19750220-0037,139.0
I-4534,19611219-0014,268.0
I-4534,19790708-0041,110.0
I-4534,19910327-0096,153.0
I-4535,19580218-0007,286.0
I-4535,19751018-0039,152.0
I-4535,19900619-0076,81.0
I-4536,19660630-0020,250.0
I-4536,19780602-0035,135.0
I-4536,19900723-0126,125.0
I-4537,19620522-0023,266.0
I-4537,19781217-0053,90.0
I-4538,19620522-0023,234.0
I-4538,19770224-0058,117.0
I-4538,19910206-0081,160.0
I-4539,19650303-0019,247.0
I-4539,19760524-0046,158.0
I-4539,19920217-0098,104.0
I-4540,19610620-0006,278.0
I-4540,19780317-0052,128.0
I-4540,19921123-0108,100.0
I-4541,19620831-0024,240.0
I-4541,19790702-0038,151.0
I-4542,19660630-0020,261.0
I-4542,19750722-0060,101.0
I-4543,19560612-0010,268.0
I-4543,19750906-0032,123.0
I-4544,19620424-0026,267.0
I-4544,19781125-0031,115.0
I-4544,19900619-0076,100.0
I-4545,19690917-0022,240.0
I-4545,19790618-0048,158.0
I-4545,19920122-0065,156.0
I-4546,19560705-0025,227.0
I-4546,19780602-0035,135.0
I-4547,19640220-0029,292.0
I-4547,19780317-0052,108.0
I-4547,19921218-0101,140.0
I-4548,19630126-0001,236.0
I-4548,19750417-0051,96.0
I-4548,19931203-0066,102.0
I-4549,19590129-0004,270.0
I-4549,19781125-0031,156.0
I-4549,19910404-0102,120.0
I-4550,19620522-0023,268.0
I-4550,19761024-0034,142.0
I-4550,19930512-0117,150.0
I-4551,19690917-0022,239.0
I-4551,19771013-0040,90.0
I-4552,19560705-0025,263.0
I-4552,19761020-0044,106.0
I-4552,19920122-0065,153.0
I-4553,19590129-0004,274.0
I-4553,19760524-0046,84.0
I-4553,19900723-0126,160.0
I-4554,19560812-0016,300.0
I-4554,19760524-0046,90.0
I-4555,19640414-0013,226.0
I-4555,19770224-0058,137.0
I-4555,19930616-0127,116.0
I-4556,19560812-0016,247.0
I-4556,19760108-0050,97.0
I-4557,19610620-0006,297.0
I-4557,19750331-0036,107.0
I-4558,19620831-0024,289.0
I-4558,19780815-0047,116.0
I-4559,19611219-0014,249.0
I-4559,19790708-0041,89.0
I-4559,19910514-0068,117.0
I-4560,19620831-0024,238.0
I-4560,19761024-0034,123.0
I-4560,19910122-0077,140.0
I-4561,19600529-0021,271.0
I-4561,19750722-0060,106.0
I-4562,19690917-0022,278.0
I-4562,19750220-0037,132.0
I-4563,19610918-0027,224.0
I-4563,19751018-0039,146.0
I-4564,19690917-0022,234.0
I-4564,19750512-0043,94.0
I-4565,19590129-0004,225.0
I-4565,19780317-0052,110.0
I-4566,19560705-0025,293.0
I-4566,19750906-0032,125.0
I-4567,19690513-0015,267.0
I-4567,19790708-0041,84.0
I-4567,19920206-0072,98.0
I-4568,19580218-0007,251.0
I-4568,19781217-0053,112.0
I-4568,19920122-0065,108.0
I-4569,19630126-0001,249.0
I-4569,19780602-0035,115.0
I-4570,19580515-0017,255.0
I-4570,19750705-0033,152.0
I-4570,19910403-0103,114.0
I-4571,19600814-0002,262.0
I-4571,19761009-0055,104.0
I-4571,19920828-0070,125.0
I-4572,19690917-0022,240.0
I-4572,19761024-0034,151.0
I-4572,19921002-0129,107.0
I-4573,19620831-0024,246.0
I-4573,19790717-0045,143.0
I-4574,19610620-0006,236.0
I-4574,19751018-0039,96.0
I-4575,19590129-0004,273.0
I-4575,19790717-0045,140.0
I-4575,19920122-0065,121.0
I-4576,19690917-0022,281.0
I-4576,19770224-0058,133.0
I-4576,19900321-0080,105.0
I-4577,19561222-0030,255.0
I-4577,19780815-0047,113.0
I-4577,19920504-0093,116.0
I-4578,19620831-0024,253.0
I-4578,19770713-0042,121.0
I-4578,19930919-0137,84.0
I-4579,19560705-0025,230.0
I-4579,19770224-0058,87.0
I-4579,19901002-0085,121.0
I-4580,19610623-0005,286.0
I-4580,19790426-0049,122.0
I-4580,19920504-0093,137.0
I-4581,19560812-0016,262.0
I-4581,19780815-0047,105.0
I-4582,19560612-0010,226.0
I-4582,19750512-0043,104.0
I-4582,19900801-0130,84.0
I-4583,19560612-0010,232.0
I-4583,19750722-0060,103.0
I-4584,19620424-0026,263.0
I-4584,19750705-0033,133.0
I-4585,19561222-0030,271.0
I-4585,19790426-0049,126.0
I-4586,19600905-0003,258.0
I-4586,19760524-0046,100.0
I-4587,19601021-0018,265.0
I-4587,19761009-0055,100.0
I-4588,19600814-0002,243.0
I-4588,19780602-0035,124.0
I-4589,19561222-0030,238.0
I-4589,19770224-0058,151.0
I-4589,19931226-0118,125.0
I-4590,19570828-0008,236.0
I-4590,19790426-0049,128.0
I-4590,19900317-0083,160.0
I-4591,19560612-0010,294.0
I-4591,19781217-0053,100.0
I-4592,19680712-0028,229.0
I-4592,19780317-0052,132.0
I-4592,19920122-0065,99.0
I-4593,19660630-0020,275.0
I-4593,19750705-0033,129.0
I-4594,19620424-0026,282.0
I-4594,19750705-0033,139.0
I-4594,19930508-0061,124.0
I-4595,19610918-0027,264.0
I-4595,19761024-0034,136.0
I-4595,19910206-0081,121.0
I-4596,19600905-0003,243.0
I-4596,19760524-0046,124.0
I-4596,19900430-0112,98.0
I-4597,19690408-0009,266.0
I-4597,19751018-0039,121.0
I-4597,19920316-0107,131.0
I-4598,19650303-0019,237.0
I-4598,19750906-0032,132.0
I-4599,19560612-0010,276.0
I-4599,19781130-0054,110.0
I-4599,19900128-0095,128.0
I-4600,19600905-0003,279.0
I-4600,19761009-0055,137.0
I-4601,19690917-0022,251.0
I-4601,19761009-0055,85.0
I-4602,19570826-0012,300.0
I-4602,19750906-0032,92.0
I-4602,19910822-0122,158.0
I-4603,19560705-0025,265.0
I-4603,19750512-0043,80.0
I-4604,19611219-0014,292.0
I-4604,19790708-0041,133.0
I-4605,19690513-0015,250.0
I-4605,19770224-0058,157.0
I-4605,19930616-0127,127.0
I-4606,19600529-0021,224.0
I-4606,19760524-0046,119.0
I-4607,19580515-0017,234.0
I-4607,19790708-0041,130.0
I-4608,19570826-0012,240.0
I-4608,19751018-0039,137.0
I-4608,19900321-0080,127.0
I-4609,19610918-0027,290.0
I-4609,19790708-0041,116.0
I-4609,19900902-0114,133.0
I-4610,19561222-0030,229.0
I-4610,19780815-0047,117.0
I-4611,19630126-0001,255.0
I-4611,19761020-0044,159.0
I-4612,19690917-0022,275.0
I-4612,19790708-0041,104.0
I-4612,19931231-0099,135.0
I-4613,19561222-0030,243.0
I-4613,19750906-0032,119.0
I-4614,19601021-0018,254.0
I-4614,19770224-0058,86.0
I-4614,19920316-0107,119.0
I-4615,19630126-0001,280.0
I-4615,19751018-0039,91.0
I-4616,19560812-0016,248.0
I-4616,19781125-0031,111.0
I-4617,19660630-0020,227.0
I-4617,19761020-0044,131.0
I-4618,19570828-0008,298.0
I-4618,19750722-0060,118.0
I-4618,19931212-0079,119.0
I-4619,19570826-0012,285.0
I-4619,19790708-0041,103.0
I-4620,19650303-0019,244.0
I-4620,19750102-0059,115.0
I-4621,19570615-0011,294.0
I-4621,19780815-0047,122.0
I-4621,19900124-0064,141.0
I-4622,19600905-0003,265.0
I-4622,19761020-0044,120.0
I-4623,19650303-0019,281.0
I-4623,19760108-0050,135.0
I-4623,19930508-0061,102.0
I-4624,19610620-0006,270.0
I-4624,19780424-0057,114.0
I-4625,19620522-0023,255.0
I-4625,19750512-0043,119.0
I-4625,19920826-0088,127.0
I-4626,19570826-0012,255.0
I-4626,19750102-0059,111.0
I-4627,19610620-0006,238.0
I-4627,19761024-0034,107.0
I-4627,19910921-0136,93.0
I-4628,19620831-0024,223.0
I-4628,19780424-0057,107.0
I-4628,19900321-0080,137.0
I-4629,19560612-0010,300.0
I-4629,19751018-0039,116.0
I-4629,19900801-0130,120.0
I-4630,19620522-0023,291.0
I-4630,19761024-0034,107.0
I-4631,19611219-0014,270.0
I-4631,19790717-0045,111.0
I-4632,19690513-0015,246.0
I-4632,19790708-0041,115.0
I-4632,19920226-0075,136.0
I-4633,19580218-0007,276.0
I-4633,19781217-0053,115.0
I-4634,19601021-0018,254.0
I-4634,19780424-0057,87.0
I-4635,19610623-0005,271.0
I-4635,19750705-0033,138.0
I-4635,19920122-0065,125.0
I-4636,19640220-0029,278.0
I-4636,19771013-0040,99.0
I-4636,19910404-0102,103.0
I-4637,19620831-0024,262.0
I-4637,19761024-0034,130.0
I-4637,19920316-0107,119.0
I-4638,19570828-0008,240.0
I-4638,19760524-0046,132.0
I-4638,19900317-0083,98.0
I-4639,19580218-0007,269.0
I-4639,19781130-0054,101.0
I-4639,19920316-0107,119.0
I-4640,19690917-0022,231.0
I-4640,19790618-0048,136.0
I-4641,19660630-0020,279.0
I-4641,19750705-0033,104.0
I-4642,19640220-0029,276.0
I-4642,19790717-0045,133.0
I-4642,19901029-0071,155.0
I-4643,19611219-0014,254.0
I-4643,19760524-0046,108.0
I-4644,19640414-0013,271.0
I-4644,19750722-0060,131.0
I-4644,19900616-0124,106.0
I-4645,19690513-0015,274.0
I-4645,19761024-0034,109.0
I-4646,19600814-0002,272.0
I-4646,19761024-0034,85.0
I-4646,19910820-0078,121.0
I-4647,19690408-0009,241.0
I-4647,19750102-0059,121.0
I-4647,19931118-0062,134.0
I-4648,19580218-0007,244.0
I-4648,19790717-0045,160.0
I-4648,19910122-0077,115.0
I-4649,19690917-0022,243.0
I-4649,19790618-0048,101.0
I-4650,19620831-0024,291.0
I-4650,19750417-0051,131.0
I-4651,19610623-0005,275.0
I-4651,19750220-0037,130.0
I-4651,19900201-0074,90.0
I-4652,19660630-0020,277.0
I-4652,19750512-0043,92.0
I-4652,19901002-0085,123.0
I-4653,19560812-0016,222.0
I-4653,19780815-0047,95.0
I-4654,19690917-0022,293.0
I-4654,19761024-0034,123.0
I-4655,19640414-0013,276.0
I-4655,19760108-0050,130.0
I-4656,19590129-0004,244.0
I-4656,19780815-0047,127.0
I-4656,19930616-0127,127.0
I-4657,19610918-0027,270.0
I-4657,19750722-0060,127.0
I-4657,19920828-0070,99.0
I-4658,19620522-0023,296.0
I-4658,19750417-0051,133.0
I-4659,19620424-0026,290.0
I-4659,19750417-0051,119.0
I-4659,19901002-0085,113.0
I-4660,19610620-0006,248.0
I-4660,19751018-0039,145.0
I-4661,19610623-0005,265.0
I-4661,19770713-0042,140.0
I-4661,19910404-0102,124.0
I-4662,19611219-0014,279.0
I-4662,19760108-0050,121.0
I-4663,19600814-0002,269.0
I-4663,19780424-0057,107.0
I-4664,19570615-0011,298.0
I-4664,19780424-0057,84.0
I-4664,19900426-0089,95.0
I-4665,19640414-0013,248.0
I-4665,19780317-0052,151.0
I-4666,19600905-0003,270.0
I-4666,19770713-0042,113.0
I-4666,19900211-0140,156.0
I-4667,19560705-0025,289.0
I-4667,19750705-0033,80.0
I-4667,19901002-0085,155.0
I-4668,19690408-0009,242.0
I-4668,19790702-0038,94.0
I-4668,19910206-0081,81.0
I-4669,19620522-0023,225.0
I-4669,19761024-0034,81.0
I-4670,19690513-0015,233.0
I-4670,19790702-0038,135.0
I-4670,19900307-0105,105.0
I-4671,19600529-0021,280.0
I-4671,19790717-0045,98.0
I-4672,19690513-0015,299.0
I-4672,19790702-0038,138.0
I-4672,19931203-0066,108.0
I-4673,19610620-0006,263.0
I-4673,19760524-0046,114.0
I-4674,19580218-0007,242.0
I-4674,19780317-0052,108.0
I-4674,19900902-0090,134.0
I-4675,19580218-0007,236.0
I-4675,19750102-0059,80.0
I-4676,19561222-0030,300.0
I-4676,19761020-0044,90.0
I-4676,19901011-0119,120.0
I-4677,19570826-0012,273.0
I-4677,19760524-0046,111.0
I-4677,19910122-0077,85.0
I-4678,19610623-0005,259.0
I-4678,19750705-0033,116.0
I-4679,19600814-0002,259.0
I-4679,19760524-0046,132.0
I-4679,19921201-0094,130.0
I-4680,19630126-0001,224.0
I-4680,19780815-0047,137.0
I-4680,19921201-0094,131.0
I-4681,19600814-0002,262.0
I-4681,19790618-0048,88.0
I-4681,19920217-0098,154.0
I-4682,19620831-0024,252.0
I-4682,19780317-0052,134.0
I-4683,19560812-0016,258.0
I-4683,19790702-0038,122.0
I-4684,19610623-0005,286.0
I-4684,19750220-0037,108.0
I-4685,19690408-0009,247.0
I-4685,19751018-0039,153.0
I-4685,19910404-0102,133.0
I-4686,19560705-0025,258.0
I-4686,19770713-0042,134.0
I-4687,19640220-0029,233.0
I-4687,19790702-0038,151.0
I-4687,19901108-0087,85.0
I-4688,19600529-0021,275.0
I-4688,19770224-0058,116.0
I-4688,19921127-0120,123.0
I-4689,19590129-0004,276.0
I-4689,19780317-0052,127.0
I-4690,19610918-0027,268.0
I-4690,19750220-0037,131.0
I-4691,19560812-0016,274.0
I-4691,19750220-0037,114.0
I-4692,19640220-0029,223.0
I-4692,19771013-0040,128.0
I-4693,19570615-0011,223.0
I-4693,19780602-0035,96.0
I-4694,19560705-0025,257.0
I-4694,19750906-0032,120.0
I-4695,19630126-0001,245.0
I-4695,19780424-0057,111.0
I-4695,19910421-0067,104.0
I-4696,19640414-0013,293.0
I-4696,19780602-0035,114.0
I-4697,19680712-0028,271.0
I-4697,19790702-0038,124.0
I-4698,19610623-0005,280.0
I-4698,19750122-0056,131.0
I-4699,19610620-0006,300.0
I-4699,19750417-0051,101.0
I-4700,19570615-0011,284.0
I-4700,19761024-0034,156.0
I-4701,19600905-0003,279.0
I-4701,19750512-0043,109.0
I-4702,19580218-0007,252.0
I-4702,19790618-0048,82.0
I-4703,19620522-0023,238.0
I-4703,19781217-0053,122.0
I-4704,19660630-0020,262.0
I-4704,19781130-0054,122.0
I-4705,19650303-0019,293.0
I-4705,19780602-0035,100.0
I-4705,19931118-0062,118.0
I-4706,19620424-0026,235.0
I-4706,19761024-0034,107.0
I-4706,19900520-0063,128.0
I-4707,19650303-0019,253.0
I-4707,19750417-0051,80.0
I-4708,19620522-0023,297.0
I-4708,19771013-0040,122.0
I-4709,19570828-0008,245.0
I-4709,19761009-0055,109.0
I-4710,19560705-0025,247.0
I-4710,19750122-0056,138.0
I-4711,19601021-0018,275.0
I-4711,19780317-0052,132.0
I-4711,19930326-0132,146.0
I-4712,19580218-0007,296.0
I-4712,19780815-0047,123.0
I-4712,19920206-0072,116.0
I-4713,19690917-0022,244.0
I-4713,19770713-0042,109.0
I-4714,19620424-0026,260.0
I-4714,19750906-0032,115.0
I-4714,19930508-0061,105.0
I-4715,19600529-0021,254.0
I-4715,19781130-0054,110.0
I-4715,19920217-0098,117.0
I-4716,19640414-0013,280.0
I-4716,19790618-0048,98.0
I-4717,19560612-0010,277.0
I-4717,19770224-0058,121.0
I-4718,19580218-0007,262.0
I-4718,19771013-0040,129.0
I-4718,19900201-0074,86.0
I-4719,19660630-0020,240.0
I-4719,19761020-0044,128.0
I-4720,19620424-0026,295.0
I-4720,19770713-0042,112.0
I-4721,19560812-0016,266.0
I-4721,19751018-0039,154.0
I-4722,19570828-0008,242.0
I-4722,19750906-0032,145.0
I-4723,19570615-0011,278.0
I-4723,19750722-0060,91.0
I-4723,19930709-0100,138.0
I-4724,19601021-0018,257.0
I-4724,19750906-0032,101.0
I-4724,19900430-0112,107.0
I-4725,19620831-0024,228.0
I-4725,19750102-0059,103.0
I-4725,19910421-0067,126.0
I-4726,19600814-0002,272.0
I-4726,19790426-0049,97.0
I-4727,19590129-0004,243.0
I-4727,19750705-0033,136.0
I-4727,19920206-0072,122.0
I-4728,19680712-0028,298.0
I-4728,19770224-0058,155.0
I-4729,19570828-0008,243.0
I-4729,19771013-0040,118.0
I-4729,19921123-0108,138.0
I-4730,19680712-0028,273.0
I-4730,19781130-0054,148.0
I-4730,19931231-0099,114.0
I-4731,19560705-0025,244.0
I-4731,19780424-0057,115.0
I-4731,19920122-0065,120.0
I-4732,19620831-0024,277.0
I-4732,19760524-0046,121.0
I-4732,19931226-0118,104.0
I-4733,19600814-0002,296.0
I-4733,19750331-0036,103.0
I-4733,19901029-0071,157.0
I-4734,19580515-0017,290.0
I-4734,19781125-0031,147.0
I-4735,19610623-0005,267.0
I-4735,19790618-0048,118.0
I-4736,19690917-0022,251.0
I-4736,19781125-0031,136.0
I-4737,19560812-0016,251.0
I-4737,19790702-0038,108.0
I-4737,19931118-0062,117.0
I-4738,19660630-0020,279.0
I-4738,19781217-0053,142.0
I-4739,19650303-0019,250.0
I-4739,19750906-0032,159.0
I-4740,19561222-0030,224.0
I-4740,19751018-0039,116.0
I-4740,19900818-0116,101.0
I-4741,19561222-0030,279.0
I-4741,19761020-0044,151.0
I-4741,19901002-0085,105.0
I-4742,19620522-0023,251.0
I-4742,19761020-0044,107.0
I-4742,19901029-0071,86.0
I-4743,19600905-0003,254.0
I-4743,19790426-0049,112.0
I-4743,19930414-0106,128.0
I-4744,19610918-0027,243.0
I-4744,19750331-0036,131.0
I-4744,19930906-0110,139.0
I-4745,19610918-0027,271.0
I-4745,19760524-0046,92.0
I-4746,19560812-0016,229.0
I-4746,19750906-0032,90.0
I-4747,19640220-0029,259.0
I-4747,19780602-0035,119.0
I-4747,19920602-0073,94.0
I-4748,19680712-0028,244.0
I-4748,19760524-0046,93.0
I-4749,19660630-0020,236.0
I-4749,19790717-0045,118.0
I-4749,19911116-0069,97.0
I-4750,19600814-0002,268.0
I-4750,19750906-0032,118.0
I-4751,19611219-0014,298.0
I-4751,19761024-0034,102.0
I-4752,19680712-0028,281.0
I-4752,19761009-0055,146.0
I-4752,19931226-0118,117.0
I-4753,19640414-0013,251.0
I-4753,19780815-0047,100.0
I-4754,19600814-0002,267.0
I-4754,19750722-0060,100.0
I-4754,19931118-0062,115.0
I-4755,19560705-0025,255.0
I-4755,19750906-0032,87.0
I-4755,19910327-0096,138.0
I-4756,19600905-0003,240.0
I-4756,19761009-0055,109.0
I-4756,19920206-0072,110.0
I-4757,19630126-0001,259.0
I-4757,19750417-0051,152.0
I-4757,19901011-0119,111.0
I-4758,19570826-0012,293.0
I-4758,19761009-0055,85.0
I-4759,19600905-0003,269.0
I-4759,19790702-0038,92.0
I-4759,19900801-0130,125.0
I-4760,19560812-0016,267.0
I-4760,19770224-0058,123.0
I-4761,19660630-0020,248.0
I-4761,19750705-0033,144.0
I-4761,19910421-0067,93.0
I-4762,19640414-0013,230.0
I-4762,19790702-0038,100.0
I-4762,19911116-0069,120.0
I-4763,19580218-0007,261.0
I-4763,19750906-0032,128.0
I-4764,19620424-0026,244.0
I-4764,19771013-0040,100.0
I-4765,19610918-0027,230.0
I-4765,19751018-0039,95.0
I-4766,19580515-0017,273.0
I-4766,19761009-0055,126.0
I-4766,19901108-0087,126.0
I-4767,19561222-0030,245.0
I-4767,19750722-0060,108.0
I-4768,19580515-0017,244.0
I-4768,19790708-0041,109.0
I-4768,19930829-0082,120.0
I-4769,19560612-0010,249.0
I-4769,19790717-0045,152.0
I-4769,19900124-0064,131.0
I-4770,19570826-0012,270.0
I-4770,19790702-0038,110.0
I-4771,19650303-0019,284.0
I-4771,19780424-0057,119.0
I-4771,19910404-0102,104.0
I-4772,19600529-0021,256.0
I-4772,19790708-0041,123.0
I-4773,19561222-0030,227.0
I-4773,19790426-0049,160.0
I-4773,19920122-0065,81.0
I-4774,19560612-0010,272.0
I-4774,19750705-0033,112.0
I-4774,19900511-0134,153.0
I-4775,19600814-0002,285.0
I-4775,19770713-0042,119.0
I-4776,19690513-0015,258.0
I-4776,19761020-0044,116.0
I-4777,19660630-0020,240.0
I-4777,19780815-0047,96.0
I-4777,19901026-0111,139.0
I-4778,19570615-0011,259.0
I-4778,19750512-0043,120.0
I-4779,19620522-0023,287.0
I-4779,19751018-0039,146.0
I-4780,19590129-0004,278.0
I-4780,19790708-0041,117.0
I-4780,19921127-0120,143.0
I-4781,19580218-0007,245.0
I-4781,19790618-0048,120.0
I-4781,19930919-0137,100.0
I-4782,19650303-0019,265.0
I-4782,19760108-0050,103.0
I-4782,19901026-0111,136.0
I-4783,19630126-0001,243.0
I-4783,19781217-0053,92.0
I-4783,19930709-0100,107.0
I-4784,19600905-0003,259.0
I-4784,19750417-0051,119.0
I-4784,19931118-0062,156.0
I-4785,19690513-0015,242.0
I-4785,19771013-0040,128.0
I-4786,19601021-0018,249.0
I-4786,19781130-0054,116.0
I-4787,19690513-0015,252.0
I-4787,19750906-0032,119.0
I-4788,19610620-0006,277.0
I-4788,19750722-0060,132.0
I-4789,19680712-0028,259.0
I-4789,19780317-0052,104.0
I-4790,19580515-0017,245.0
I-4790,19781125-0031,124.0
I-4791,19570615-0011,274.0
I-4791,19750417-0051,143.0
I-4792,19610623-0005,257.0
I-4792,19790426-0049,106.0
I-4793,19610623-0005,273.0
I-4793,19790708-0041,91.0
I-4794,19650303-0019,267.0
I-4794,19761024-0034,104.0
I-4794,19900801-0130,136.0
I-4795,19610918-0027,247.0
I-4795,19750512-0043,88.0
I-4795,19930302-0135,133.0
I-4796,19561222-0030,257.0
I-4796,19750220-0037,127.0
I-4796,19900307-0105,124.0
I-4797,19611219-0014,287.0
I-4797,19750705-0033,113.0
I-4798,19570826-0012,235.0
I-4798,19761020-0044,117.0
I-4798,19901029-0071,156.0
I-4799,19560612-0010,250.0
I-4799,19750705-0033,105.0
I-4799,19920316-0107,129.0
I-4800,19560612-0010,276.0
I-4800,19750512-0043,102.0
I-4800,19900701-0138,110.0
I-4801,19580515-0017,251.0
I-4801,19750220-0037,101.0
I-4802,19570615-0011,246.0
I-4802,19781130-0054,103.0
I-4803,19610623-0005,222.0
I-4803,19781217-0053,129.0
I-4803,19900124-0064,111.0
I-4804,19610620-0006,232.0
I-4804,19781125-0031,121.0
I-4805,19570615-0011,293.0
I-4805,19750122-0056,159.0
I-4806,19640220-0029,238.0
I-4806,19761020-0044,156.0
I-4806,19920505-0115,116.0
I-4807,19560812-0016,255.0
I-4807,19790618-0048,97.0
I-4808,19640414-0013,239.0
I-4808,19751018-0039,115.0
I-4809,19570826-0012,235.0
I-4809,19781125-0031,109.0
I-4810,19630126-0001,276.0
I-4810,19790708-0041,123.0
I-4810,19930709-0100,159.0
I-4811,19610623-0005,254.0
I-4811,19780602-0035,147.0
I-4811,19930221-0139,138.0
I-4812,19690513-0015,291.0
I-4812,19750102-0059,143.0
I-4813,19640414-0013,286.0
I-4813,19770224-0058,114.0
I-4814,19590129-0004,251.0
I-4814,19781217-0053,113.0
I-4814,19900619-0076,106.0
I-4815,19610918-0027,224.0
I-4815,19761024-0034,155.0
I-4815,19910817-0092,125.0
I-4816,19600814-0002,223.0
I-4816,19750102-0059,90.0
I-4816,19910214-0084,134.0
I-4817,19600905-0003,276.0
I-4817,19790717-0045,142.0
I-4818,19610620-0006,275.0
I-4818,19750417-0051,81.0
I-4819,19630126-0001,266.0
I-4819,19771013-0040,109.0
I-4819,19901026-0111,144.0
I-4820,19611219-0014,245.0
I-4820,19760108-0050,125.0
I-4820,19900430-0112,102.0
I-4821,19630126-0001,294.0
I-4821,19761024-0034,114.0
I-4822,19640414-0013,279.0
I-4822,19780317-0052,104.0
I-4822,19900723-0126,119.0
I-4823,19560812-0016,236.0
I-4823,19780602-0035,122.0
I-4824,19640220-0029,278.0
I-4824,19750705-0033,120.0
I-4824,19920226-0075,147.0
I-4825,19560612-0010,240.0
I-4825,19770224-0058,96.0
I-4826,19610620-0006,255.0
I-4826,19750722-0060,123.0
I-4827,19620522-0023,276.0
I-4827,19780602-0035,133.0
I-4827,19911025-0091,126.0
I-4828,19560705-0025,294.0
I-4828,19750906-0032,138.0
I-4828,19920826-0088,121.0
I-4829,19561222-0030,279.0
I-4829,19750331-0036,110.0
I-4830,19640414-0013,271.0
I-4830,19780317-0052,94.0
I-4830,19930221-0139,89.0
I-4831,19690917-0022,261.0
I-4831,19761024-0034,83.0
I-4831,19900511-0134,138.0
I-4832,19570828-0008,290.0
I-4832,19790702-0038,118.0
I-4832,19921201-0094,117.0
I-4833,19640414-0013,271.0
I-4833,19761020-0044,156.0
I-4834,19620831-0024,283.0
I-4834,19750722-0060,100.0
I-4834,19900701-0138,115.0
I-4835,19620424-0026,252.0
I-4835,19750102-0059,114.0
I-4836,19561222-0030,269.0
I-4836,19750512-0043,160.0
I-4837,19580515-0017,256.0
I-4837,19790702-0038,108.0
I-4837,19910514-0068,109.0
I-4838,19620522-0023,279.0
I-4838,19781125-0031,135.0
I-4838,19910403-0103,138.0
I-4839,19600529-0021,221.0
I-4839,19761020-0044,88.0
I-4839,19930414-0106,159.0
I-4840,19561222-0030,281.0
I-4840,19750331-0036,123.0
I-4841,19570828-0008,242.0
I-4841,19770713-0042,121.0
I-4842,19570826-0012,258.0
I-4842,19750102-0059,134.0
I-4842,19920917-0109,81.0
I-4843,19580515-0017,265.0
I-4843,19770224-0058,109.0
I-4843,19930906-0110,155.0
I-4844,19620831-0024,249.0
I-4844,19750417-0051,150.0
I-4844,19931118-0062,118.0
I-4845,19640220-0029,222.0
I-4845,19780815-0047,103.0
I-4845,19900201-0074,146.0
I-4846,19630126-0001,256.0
I-4846,19780602-0035,117.0
I-4846,19930709-0100,140.0
I-4847,19680712-0028,245.0
I-4847,19781130-0054,98.0
I-4848,19610620-0006,247.0
I-4848,19790426-0049,97.0
I-4848,19900307-0105,95.0
I-4849,19640220-0029,229.0
I-4849,19790702-0038,88.0
I-4849,19910403-0131,144.0
I-4850,19590129-0004,272.0
I-4850,19790618-0048,106.0
I-4851,19601021-0018,261.0
I-4851,19750722-0060,131.0
I-4851,19900124-0064,106.0
I-4852,19600905-0003,284.0
I-4852,19750906-0032,102.0
I-4852,19921218-0101,124.0
I-4853,19690513-0015,258.0
