Course Instance,Student id,Status,Grade
I-291,19950709-0123,not started,
I-1150,19950709-0123,registered,
I-1151,19950709-0123,completed,5.0
I-1153,19950709-0123,withdrawn,
I-1159,19950709-0123,not started,
I-3358,19950709-0123,not started,
I-3464,19950709-0123,not started,
I-3559,19950709-0123,not started,
I-1266,19950709-0123,not started,
I-5318,19950214-0124,not started,
I-5319,19950214-0124,not started,
I-5320,19950214-0124,completed,4.0
I-4267,19950214-0124,withdrawn,
I-5436,19950214-0124,registered,
I-3239,19950214-0124,not started,
I-5438,19950214-0124,completed,4.0
I-5439,19950214-0124,withdrawn,
I-3819,19950817-0125,completed,4.0
I-3820,19950817-0125,not started,
I-3826,19950817-0125,registered,
I-3824,19950817-0125,registered,
I-3933,19950817-0125,registered,
I-2921,19950817-0125,registered,
I-3938,19950817-0125,withdrawn,
I-2599,19950817-0125,registered,
I-4052,19950817-0125,not started,
I-4054,19950817-0125,completed,3.0
I-1343,19950817-0125,completed,5.0
I-2500,19950817-0125,registered,
I-1652,19990405-0126,registered,
I-1236,19990405-0126,withdrawn,
I-3840,19990405-0126,not started,
I-290,19990405-0126,withdrawn,
I-3955,19990405-0126,registered,
I-3958,19990405-0126,registered,
I-2194,19990405-0126,completed,3.0
I-3233,19990405-0126,registered,
I-4072,19990405-0126,completed,3.0
I-3047,19990405-0126,withdrawn,
I-1151,19990405-0126,withdrawn,
I-2944,19990405-0126,not started,
I-1319,19970422-0127,registered,
I-2485,19970422-0127,not started,
I-2064,19970422-0127,registered,
I-1327,19970422-0127,not started,
I-1440,19970422-0127,not started,
I-1441,19970422-0127,registered,
I-807,19970422-0127,completed,4.0
I-1448,19970422-0127,withdrawn,
I-2252,19950225-0128,not started,
I-2458,19950225-0128,completed,4.0
I-4654,19950225-0128,not started,
I-4022,19950225-0128,not started,
I-894,19950225-0128,not started,
I-2370,19950225-0128,completed,5.0
I-4548,19950225-0128,registered,
I-2056,19950225-0128,not started,
I-352,19980410-0129,withdrawn,
I-2037,19980410-0129,registered,
I-5186,19980410-0129,withdrawn,
I-2039,19980410-0129,completed,3.0
I-4977,19980410-0129,completed,5.0
I-3918,19980410-0129,registered,
I-3919,19980410-0129,registered,
I-790,19980410-0129,completed,4.0
I-4034,19980410-0129,completed,5.0
I-4035,19980410-0129,withdrawn,
I-3012,19980410-0129,completed,4.0
I-4350,19980410-0129,withdrawn,
I-4036,19980410-0129,completed,5.0
I-1739,19980410-0129,not started,
I-4040,19980410-0129,withdrawn,
I-4039,19980410-0129,registered,
I-2284,19980617-0130,completed,4.0
I-2286,19980617-0130,registered,
I-2285,19980617-0130,withdrawn,
I-1443,19980617-0130,registered,
I-2396,19980617-0130,withdrawn,
I-286,19980617-0130,completed,3.0
I-2403,19980617-0130,not started,
I-2402,19980617-0130,completed,3.0
I-383,19970117-0131,not started,
I-3222,19970117-0131,registered,
I-388,19970117-0131,registered,
I-4805,19970117-0131,withdrawn,
I-386,19970117-0131,not started,
I-4689,19970117-0131,not started,
I-5524,19970117-0131,completed,3.0
I-1551,19970117-0131,withdrawn,
I-5480,19970117-0131,registered,
I-392,19970117-0131,completed,5.0
I-4903,19970117-0131,not started,
I-5502,19970117-0131,not started,
I-4688,19970117-0131,completed,3.0
I-503,19970117-0131,withdrawn,
I-506,19970117-0131,not started,
I-2725,19970117-0131,not started,
I-5481,19970117-0131,registered,
I-620,19970117-0131,withdrawn,
I-1039,19970117-0131,completed,3.0
I-2836,19970117-0131,completed,5.0
I-622,19970117-0131,registered,
I-5112,19950225-0132,withdrawn,
I-701,19950225-0132,completed,5.0
I-1851,19950225-0132,registered,
I-2700,19950225-0132,not started,
I-815,19950225-0132,completed,4.0
I-1340,19950225-0132,withdrawn,
I-817,19950225-0132,completed,5.0
I-388,19950225-0132,registered,
I-818,19950225-0132,registered,
I-820,19950225-0132,completed,3.0
I-826,19950225-0132,not started,
I-821,19950225-0132,withdrawn,
I-822,19950225-0132,not started,
I-5222,19950225-0132,registered,
I-925,19950225-0132,registered,
I-927,19950225-0132,not started,
I-504,19950225-0132,not started,
I-4815,19950225-0132,withdrawn,
I-880,19961005-0133,registered,
I-1308,19961005-0133,not started,
I-1830,19961005-0133,registered,
I-3608,19961005-0133,not started,
I-1831,19961005-0133,not started,
I-997,19961005-0133,completed,5.0
I-3507,19960809-0134,registered,
I-254,19960809-0134,registered,
I-4339,19960809-0134,registered,
I-46,19960809-0134,withdrawn,
I-5412,19960809-0134,registered,
I-2910,19960809-0134,not started,
I-162,19960809-0134,withdrawn,
I-163,19960809-0134,completed,3.0
I-164,19960809-0134,not started,
I-4676,19960809-0134,completed,3.0
I-166,19960809-0134,completed,4.0
I-167,19960809-0134,completed,3.0
I-168,19960809-0134,not started,
I-272,19960809-0134,not started,
I-4263,19960809-0134,completed,4.0
I-274,19960809-0134,registered,
I-278,19960809-0134,completed,5.0
I-5112,19990713-0135,registered,
I-702,19990713-0135,completed,3.0
I-707,19990713-0135,completed,3.0
I-706,19990713-0135,completed,3.0
I-2925,19990713-0135,withdrawn,
I-816,19990713-0135,registered,
I-388,19990713-0135,completed,4.0
I-825,19990713-0135,completed,5.0
I-925,19990713-0135,completed,4.0
I-927,19990713-0135,withdrawn,
I-295,19990713-0135,withdrawn,
I-931,19990713-0135,withdrawn,
I-5301,19990626-0136,registered,
I-5303,19990626-0136,completed,5.0
I-5304,19990626-0136,withdrawn,
I-3517,19990626-0136,not started,
I-5417,19990626-0136,registered,
I-1445,19990626-0136,withdrawn,
I-600,19990626-0136,not started,
I-5425,19990626-0136,completed,3.0
I-1300,19980203-0137,not started,
I-3701,19980203-0137,completed,4.0
I-1306,19980203-0137,completed,5.0
I-1307,19980203-0137,not started,
I-4449,19980203-0137,withdrawn,
I-2789,19980203-0137,completed,4.0
I-1425,19980203-0137,completed,3.0
I-470,19980203-0137,not started,
I-2883,19980720-0138,registered,
I-886,19980720-0138,completed,3.0
I-143,19980720-0138,not started,
I-2891,19980720-0138,registered,
I-577,19980720-0138,registered,
I-1317,19980720-0138,registered,
I-4454,19980720-0138,not started,
I-5403,19980720-0138,completed,4.0
I-2901,19980720-0138,registered,
I-3003,19980720-0138,registered,
I-2376,19980720-0138,withdrawn,
I-3004,19980720-0138,registered,
I-4774,19951130-0139,completed,4.0
I-4458,19951130-0139,not started,
I-5096,19951130-0139,registered,
I-3932,19951130-0139,registered,
I-2807,19951130-0139,withdrawn,
I-3122,19951130-0139,registered,
I-5108,19951130-0139,registered,
I-5107,19951130-0139,completed,4.0
I-4586,19951130-0139,completed,4.0
I-5217,19951130-0139,withdrawn,
I-3325,19951130-0139,not started,
I-5219,19951130-0139,completed,5.0
I-1001,19950317-0140,registered,
I-900,19950317-0140,completed,4.0
I-4462,19950317-0140,registered,
I-1004,19950317-0140,completed,5.0
I-1122,19950317-0140,completed,5.0
I-3729,19950317-0140,not started,
I-69,19950317-0140,registered,
I-706,19950317-0140,withdrawn,
I-1123,19950317-0140,withdrawn,
I-4901,19950317-0140,withdrawn,
I-2398,19950317-0140,registered,
I-1236,19950317-0140,not started,
I-1559,19950317-0140,not started,
I-4229,19980421-0141,withdrawn,
I-1932,19980421-0141,registered,
I-1933,19980421-0141,registered,
I-1934,19980421-0141,completed,5.0
I-1097,19980421-0141,withdrawn,
I-1935,19980421-0141,not started,
I-1937,19980421-0141,withdrawn,
I-3399,19980421-0141,not started,
I-1939,19980421-0141,registered,
I-4666,19980421-0141,withdrawn,
I-357,19980421-0141,withdrawn,
I-3603,19980421-0141,completed,3.0
I-1726,19980421-0141,not started,
I-2057,19980421-0141,completed,3.0
I-1424,19980421-0141,completed,3.0
I-3404,19980421-0141,not started,
I-3402,19980421-0141,not started,
I-2053,19980421-0141,completed,5.0
I-2052,19980421-0141,completed,3.0
I-2167,19980421-0141,registered,
I-5202,19980421-0141,not started,
I-2169,19980421-0141,not started,
I-2687,19980421-0141,completed,3.0
I-4686,19960406-0142,not started,
I-1971,19960406-0142,registered,
I-4690,19960406-0142,completed,5.0
I-4691,19960406-0142,completed,4.0
I-1668,19960406-0142,withdrawn,
I-3750,19960406-0142,completed,5.0
I-1463,19960406-0142,completed,4.0
I-4810,19960406-0142,registered,
I-4918,19960406-0142,withdrawn,
I-4921,19960406-0142,registered,
I-4922,19960406-0142,not started,
I-2830,19960406-0142,withdrawn,
I-4693,19950604-0143,registered,
I-2615,19950604-0143,withdrawn,
I-505,19950604-0143,not started,
I-4698,19950604-0143,not started,
I-1570,19950604-0143,withdrawn,
I-4597,19950604-0143,registered,
I-5122,19950604-0143,not started,
I-2609,19950604-0143,not started,
I-3848,19950604-0143,completed,5.0
I-4714,19950604-0143,not started,
I-1574,19950604-0143,not started,
I-2524,19950604-0143,completed,5.0
I-4818,19950604-0143,withdrawn,
I-850,19950604-0143,completed,5.0
I-4929,19950604-0143,withdrawn,
I-4934,19950604-0143,completed,3.0
I-1161,19950604-0143,registered,
I-469,19971113-0144,registered,
I-4333,19971113-0144,completed,3.0
I-4335,19971113-0144,registered,
I-4033,19971113-0144,completed,4.0
I-4455,19971113-0144,registered,
I-3932,19971113-0144,registered,
I-4457,19971113-0144,completed,4.0
I-4459,19971113-0144,completed,5.0
I-1014,19971113-0144,completed,5.0
I-4570,19971113-0144,not started,
I-4569,19971113-0144,completed,3.0
I-4571,19971113-0144,registered,
I-4376,19980928-0145,withdrawn,
I-2201,19980928-0145,completed,5.0
I-3444,19980928-0145,withdrawn,
I-4384,19980928-0145,completed,5.0
I-2620,19980928-0145,completed,5.0
I-1360,19980928-0145,withdrawn,
I-4495,19980928-0145,registered,
I-4498,19980928-0145,withdrawn,
I-4608,19980928-0145,withdrawn,
I-2218,19980928-0145,registered,
I-4610,19980928-0145,completed,3.0
I-4614,19980928-0145,withdrawn,
I-4669,19970619-0146,registered,
I-2687,19970619-0146,registered,
I-4671,19970619-0146,registered,
I-1847,19970619-0146,completed,5.0
I-4568,19970619-0146,registered,
I-4787,19970619-0146,withdrawn,
I-4788,19970619-0146,withdrawn,
I-809,19970619-0146,completed,5.0
I-4896,19970619-0146,withdrawn,
I-1860,19970619-0146,not started,
I-4901,19970619-0146,registered,
I-4480,19970619-0146,completed,3.0
I-1009,19980920-0147,not started,
I-4466,19980920-0147,completed,3.0
I-1011,19980920-0147,registered,
I-1445,19980920-0147,completed,5.0
I-2186,19980920-0147,withdrawn,
I-1133,19980920-0147,withdrawn,
I-1132,19980920-0147,registered,
I-1136,19980920-0147,registered,
I-4489,19980920-0147,not started,
I-724,19980920-0147,withdrawn,
I-1248,19980920-0147,registered,
I-1247,19980920-0147,not started,
I-4589,19950818-0148,not started,
I-4916,19950818-0148,not started,
I-91,19950818-0148,withdrawn,
I-834,19950818-0148,completed,5.0
I-512,19950818-0148,registered,
I-4178,19950818-0148,withdrawn,
I-4697,19950818-0148,withdrawn,
I-3648,19950818-0148,completed,3.0
I-4283,19950818-0148,registered,
I-4284,19950818-0148,registered,
I-1361,19950818-0148,not started,
I-4289,19950818-0148,not started,
I-3936,19980804-0149,withdrawn,
I-1751,19980804-0149,completed,3.0
I-2703,19980804-0149,completed,4.0
I-178,19980804-0149,withdrawn,
I-2190,19980804-0149,not started,
I-5221,19980804-0149,not started,
I-2814,19980804-0149,withdrawn,
I-3842,19980804-0149,not started,
I-483,19950331-0150,registered,
I-4993,19950331-0150,registered,
I-4994,19950331-0150,completed,4.0
I-4997,19950331-0150,completed,5.0
I-5113,19950331-0150,completed,3.0
I-5114,19950331-0150,registered,
I-501,19950331-0150,withdrawn,
I-5116,19950331-0150,registered,
I-5226,19950331-0150,registered,
I-2933,19950331-0150,completed,3.0
I-2825,19950331-0150,registered,
I-4275,19950331-0150,completed,4.0
I-3422,19960607-0151,completed,3.0
I-1545,19960607-0151,registered,
I-3425,19960607-0151,registered,
I-4887,19960607-0151,not started,
I-3527,19960607-0151,withdrawn,
I-3529,19960607-0151,completed,5.0
I-3531,19960607-0151,registered,
I-493,19960607-0151,not started,
I-4669,19961024-0152,not started,
I-4671,19961024-0152,withdrawn,
I-2279,19961024-0152,completed,5.0
I-4040,19961024-0152,registered,
I-4157,19961024-0152,not started,
I-4787,19961024-0152,registered,
I-4789,19961024-0152,withdrawn,
I-809,19961024-0152,completed,3.0
I-4788,19961024-0152,withdrawn,
I-4796,19961024-0152,registered,
I-5215,19961024-0152,not started,
I-4793,19961024-0152,withdrawn,
I-4681,19961024-0152,registered,
I-703,19961024-0152,not started,
I-4896,19961024-0152,registered,
I-3332,19961024-0152,withdrawn,
I-391,19961024-0152,completed,3.0
I-3534,19961024-0152,registered,
I-5292,19961222-0153,completed,5.0
I-3003,19961222-0153,not started,
I-5296,19961222-0153,registered,
I-5294,19961222-0153,registered,
I-3212,19961222-0153,registered,
I-4251,19961222-0153,withdrawn,
I-4987,19961222-0153,completed,5.0
I-3009,19961222-0153,registered,
I-4550,19990226-0154,completed,3.0
I-1208,19990226-0154,not started,
I-890,19990226-0154,withdrawn,
I-5404,19990226-0154,not started,
I-3606,19990226-0154,registered,
I-2264,19990226-0154,registered,
I-3409,19990226-0154,withdrawn,
I-5407,19990226-0154,not started,
I-3407,19990226-0154,registered,
I-3411,19990226-0154,registered,
I-2687,19990226-0154,withdrawn,
I-1534,19990226-0154,withdrawn,
I-3414,19990226-0154,withdrawn,
I-3518,19990226-0154,registered,
I-4241,19980329-0155,not started,
I-4981,19980329-0155,not started,
I-358,19980329-0155,completed,4.0
I-1834,19980329-0155,not started,
I-3923,19980329-0155,withdrawn,
I-1740,19980329-0155,registered,
I-3927,19980329-0155,completed,4.0
I-3930,19980329-0155,withdrawn,
I-3221,19980329-0155,completed,3.0
I-5211,19980329-0155,not started,
I-4047,19980329-0155,registered,
I-3620,19980329-0155,registered,
I-4057,19990116-0156,completed,5.0
I-5319,19990116-0156,registered,
I-5320,19990116-0156,registered,
I-5322,19990116-0156,registered,
I-4478,19990116-0156,not started,
I-502,19990116-0156,not started,
I-4267,19990116-0156,withdrawn,
I-2187,19990116-0156,completed,4.0
I-5324,19990116-0156,registered,
I-5436,19990116-0156,completed,5.0
I-3239,19990116-0156,withdrawn,
I-5438,19990116-0156,withdrawn,
I-5439,19990116-0156,not started,
I-1532,19980709-0157,registered,
I-693,19980709-0157,not started,
I-3513,19980709-0157,registered,
I-581,19980709-0157,registered,
I-1642,19980709-0157,registered,
I-1644,19980709-0157,completed,3.0
I-172,19980709-0157,withdrawn,
I-4684,19980709-0157,completed,5.0
I-567,19970510-0158,completed,5.0
I-3294,19970510-0158,registered,
I-2254,19970510-0158,not started,
I-2255,19970510-0158,not started,
I-2369,19970510-0158,withdrawn,
I-2370,19970510-0158,completed,5.0
I-2684,19970510-0158,withdrawn,
I-4548,19970510-0158,withdrawn,
I-2372,19970510-0158,withdrawn,
I-2376,19970510-0158,registered,
I-2375,19970510-0158,completed,3.0
I-2788,19970510-0158,not started,
I-2498,19951130-0159,completed,4.0
I-3439,19951130-0159,not started,
I-4053,19951130-0159,withdrawn,
I-4689,19951130-0159,not started,
I-3544,19951130-0159,completed,5.0
I-930,19951130-0159,withdrawn,
I-1141,19951130-0159,not started,
I-2614,19951130-0159,completed,5.0
I-5112,19960901-0160,completed,5.0
I-702,19960901-0160,completed,3.0
I-701,19960901-0160,registered,
I-4893,19960901-0160,not started,
I-2925,19960901-0160,not started,
I-1340,19960901-0160,registered,
I-4899,19960901-0160,withdrawn,
I-4690,19960901-0160,registered,
I-4175,19960901-0160,not started,
I-1660,19960901-0160,completed,5.0
I-2512,19960901-0160,not started,
I-504,19960901-0160,withdrawn,
I-1319,19960912-0161,completed,5.0
I-1323,19960912-0161,not started,
I-4348,19960912-0161,withdrawn,
I-1322,19960912-0161,completed,4.0
I-1222,19960912-0161,withdrawn,
I-4780,19960912-0161,not started,
I-1324,19960912-0161,withdrawn,
I-1328,19960912-0161,not started,
I-1327,19960912-0161,registered,
I-1440,19960912-0161,not started,
I-1441,19960912-0161,not started,
I-1442,19960912-0161,registered,
I-2290,19960912-0161,registered,
I-2828,19971106-0162,not started,
I-3747,19971106-0162,not started,
I-2095,19971106-0162,registered,
I-2935,19971106-0162,registered,
I-3042,19971106-0162,registered,
I-1159,19971106-0162,completed,4.0
I-3050,19971106-0162,withdrawn,
I-736,19971106-0162,completed,3.0
I-3048,19971106-0162,withdrawn,
I-4074,19971106-0162,not started,
I-3043,19971106-0162,completed,4.0
I-3045,19971106-0162,not started,
I-1528,19990518-0163,withdrawn,
I-4135,19990518-0163,withdrawn,
I-4142,19990518-0163,not started,
I-4140,19990518-0163,withdrawn,
I-3614,19990518-0163,completed,5.0
I-1007,19990518-0163,withdrawn,
I-5413,19990518-0163,not started,
I-1961,19990518-0163,not started,
I-2458,19960523-0164,withdrawn,
I-2667,19960523-0164,withdrawn,
I-3392,19960523-0164,registered,
I-2459,19960523-0164,not started,
I-52,19960523-0164,completed,5.0
I-2574,19960523-0164,registered,
I-1216,19960523-0164,withdrawn,
I-2576,19960523-0164,not started,
I-718,19980712-0165,withdrawn,
I-5128,19980712-0165,completed,5.0
I-723,19980712-0165,registered,
I-721,19980712-0165,not started,
I-1874,19980712-0165,not started,
I-1466,19980712-0165,registered,
I-3963,19980712-0165,completed,3.0
I-725,19980712-0165,completed,3.0
I-3448,19980712-0165,completed,4.0
I-727,19980712-0165,not started,
I-836,19980712-0165,withdrawn,
I-1255,19980712-0165,registered,
I-3043,19980712-0165,withdrawn,
I-1888,19980712-0165,completed,3.0
I-3980,19980712-0165,registered,
I-3769,19980712-0165,not started,
I-4828,19980712-0165,registered,
I-949,19980712-0165,completed,4.0
I-2323,19980712-0165,withdrawn,
I-5463,19980712-0165,registered,
I-2845,19980712-0165,registered,
I-214,19980712-0165,completed,5.0
I-1962,19970524-0166,withdrawn,
I-492,19970524-0166,withdrawn,
I-3827,19970524-0166,withdrawn,
I-488,19970524-0166,not started,
I-5426,19970524-0166,registered,
I-1969,19970524-0166,completed,5.0
I-1128,19970524-0166,completed,5.0
I-4256,19970524-0166,not started,
I-2080,19970524-0166,completed,4.0
I-4374,19970524-0166,completed,3.0
I-3027,19970524-0166,withdrawn,
I-2083,19970524-0166,registered,
I-3956,19970524-0166,not started,
I-2195,19970524-0166,registered,
I-3957,19970524-0166,not started,
I-3441,19970524-0166,registered,
I-1981,19990307-0167,withdrawn,
I-1036,19990307-0167,completed,5.0
I-3544,19990307-0167,withdrawn,
I-832,19990307-0167,completed,3.0
I-3540,19990307-0167,withdrawn,
I-2511,19990307-0167,not started,
I-2303,19990307-0167,registered,
I-4064,19990307-0167,registered,
I-1988,19990307-0167,completed,5.0
I-3855,19990307-0167,completed,5.0
I-407,19990307-0167,withdrawn,
I-2100,19990307-0167,completed,5.0
I-4386,19990307-0167,completed,3.0
I-3861,19990307-0167,withdrawn,
I-5460,19990307-0167,completed,3.0
I-3466,19990307-0167,registered,
I-5141,19990307-0167,withdrawn,
I-743,19990307-0167,completed,3.0
I-993,19960221-0168,not started,
I-4245,19960221-0168,withdrawn,
I-3608,19960221-0168,registered,
I-464,19960221-0168,withdrawn,
I-3923,19960221-0168,not started,
I-3927,19960221-0168,withdrawn,
I-3925,19960221-0168,not started,
I-2278,19960221-0168,not started,
I-3924,19960221-0168,completed,3.0
I-3928,19960221-0168,completed,4.0
I-3931,19960221-0168,registered,
I-3932,19960221-0168,registered,
I-3929,19960221-0168,withdrawn,
I-4043,19960221-0168,not started,
I-1858,19960221-0168,not started,
I-4793,19960221-0168,completed,5.0
I-4050,19960221-0168,completed,3.0
I-720,19970404-0169,registered,
I-1352,19970404-0169,registered,
I-4172,19970404-0169,not started,
I-1354,19970404-0169,completed,3.0
I-616,19970404-0169,completed,5.0
I-1356,19970404-0169,not started,
I-1359,19970404-0169,not started,
I-1357,19970404-0169,withdrawn,
I-1471,19970404-0169,completed,5.0
I-3449,19970404-0169,registered,
I-5130,19970404-0169,completed,3.0
I-1474,19970404-0169,completed,4.0
I-1207,19970318-0170,withdrawn,
I-144,19970318-0170,not started,
I-1720,19970318-0170,completed,4.0
I-3702,19970318-0170,completed,3.0
I-1826,19970318-0170,registered,
I-3808,19970318-0170,withdrawn,
I-986,19970318-0170,not started,
I-3189,19970318-0170,completed,3.0
I-1722,19970318-0170,not started,
I-1830,19970318-0170,not started,
I-3608,19970318-0170,withdrawn,
I-1835,19970318-0170,withdrawn,
I-1840,19970318-0170,registered,
I-3400,19950925-0171,registered,
I-3401,19950925-0171,completed,3.0
I-3402,19950925-0171,completed,5.0
I-5299,19950925-0171,not started,
I-3511,19950925-0171,withdrawn,
I-3416,19950925-0171,withdrawn,
I-3414,19950925-0171,not started,
I-1006,19950925-0171,completed,4.0
I-1118,19950427-0172,not started,
I-4984,19950427-0172,completed,5.0
I-5096,19950427-0172,registered,
I-3932,19950427-0172,completed,4.0
I-5103,19950427-0172,withdrawn,
I-3122,19950427-0172,completed,5.0
I-5105,19950427-0172,withdrawn,
I-3622,19950427-0172,completed,5.0
I-5417,19950427-0172,registered,
I-1137,19950427-0172,withdrawn,
I-5217,19950427-0172,withdrawn,
I-5218,19950427-0172,withdrawn,
I-5219,19950427-0172,registered,
I-1017,19970118-0173,registered,
I-816,19970118-0173,withdrawn,
I-1343,19970118-0173,registered,
I-3226,19970118-0173,completed,3.0
I-1341,19970118-0173,completed,4.0
I-4266,19970118-0173,not started,
I-2603,19970118-0173,registered,
I-4587,19970118-0173,withdrawn,
I-4905,19970118-0173,not started,
I-1345,19970118-0173,withdrawn,
I-4811,19970118-0173,completed,5.0
I-1464,19970118-0173,not started,
I-5126,19970118-0173,not started,
I-1351,19970118-0173,registered,
I-4658,19990708-0174,withdrawn,
I-257,19990708-0174,completed,3.0
I-4660,19990708-0174,withdrawn,
I-4661,19990708-0174,withdrawn,
I-4983,19990708-0174,withdrawn,
I-4775,19990708-0174,not started,
I-4777,19990708-0174,registered,
I-4776,19990708-0174,registered,
I-2272,19990708-0174,not started,
I-4783,19990708-0174,not started,
I-4781,19990708-0174,completed,5.0
I-3305,19990708-0174,withdrawn,
I-4675,19990708-0174,registered,
I-4782,19990708-0174,completed,5.0
I-4885,19990708-0174,not started,
I-4889,19990708-0174,withdrawn,
I-4472,19990708-0174,registered,
I-4888,19990708-0174,withdrawn,
I-3424,19990708-0174,withdrawn,
I-4891,19990708-0174,completed,4.0
I-4893,19990708-0174,registered,
I-4890,19990708-0174,not started,
I-4895,19990708-0174,completed,4.0
I-4894,19990708-0174,registered,
I-4060,19960216-0175,registered,
I-1759,19960216-0175,registered,
I-1760,19960216-0175,completed,4.0
I-1764,19960216-0175,not started,
I-4906,19960216-0175,withdrawn,
I-3447,19960216-0175,withdrawn,
I-1663,19960216-0175,not started,
I-1874,19960216-0175,not started,
I-1873,19960216-0175,not started,
I-1871,19960216-0175,completed,3.0
I-1876,19960216-0175,registered,
I-1877,19960216-0175,not started,
I-1878,19960216-0175,registered,
I-3422,19950913-0176,registered,
I-3423,19950913-0176,registered,
I-1232,19950913-0176,withdrawn,
I-2703,19950913-0176,registered,
I-3527,19950913-0176,withdrawn,
I-3529,19950913-0176,withdrawn,
I-76,19950913-0176,completed,5.0
I-3528,19950913-0176,not started,
I-395,19970822-0177,not started,
I-396,19970822-0177,withdrawn,
I-398,19970822-0177,completed,5.0
I-399,19970822-0177,completed,4.0
I-4390,19970822-0177,registered,
I-4072,19970822-0177,withdrawn,
I-1150,19970822-0177,withdrawn,
I-516,19970822-0177,completed,5.0
I-630,19970822-0177,completed,4.0
I-631,19970822-0177,registered,
I-5464,19970822-0177,not started,
I-634,19970822-0177,withdrawn,
I-632,19970822-0177,completed,3.0
I-849,19970822-0177,withdrawn,
I-418,19970822-0177,completed,4.0
I-635,19970822-0177,completed,5.0
I-1163,19970822-0177,registered,
I-5328,19960224-0178,not started,
I-2829,19960224-0178,withdrawn,
I-3238,19960224-0178,registered,
I-5331,19960224-0178,withdrawn,
I-3972,19960224-0178,withdrawn,
I-3660,19960224-0178,registered,
I-5448,19960224-0178,withdrawn,
I-4705,19960224-0178,withdrawn,
I-3592,19950831-0179,not started,
I-4236,19950831-0179,completed,4.0
I-3594,19950831-0179,not started,
I-3593,19950831-0179,registered,
I-5295,19950831-0179,completed,3.0
I-152,19950831-0179,not started,
I-1430,19950831-0179,not started,
I-3714,19950831-0179,registered,
I-1034,19961009-0180,registered,
I-4378,19961009-0180,completed,5.0
I-4383,19961009-0180,not started,
I-4380,19961009-0180,completed,4.0
I-2620,19961009-0180,not started,
I-2621,19961009-0180,completed,3.0
I-4493,19961009-0180,completed,3.0
I-4497,19961009-0180,completed,3.0
I-209,19961009-0180,not started,
I-208,19961009-0180,not started,
I-2218,19961009-0180,registered,
I-4833,19961009-0180,registered,
I-4965,19950912-0181,withdrawn,
I-4966,19950912-0181,completed,5.0
I-4968,19950912-0181,completed,5.0
I-4967,19950912-0181,completed,3.0
I-5080,19950912-0181,not started,
I-5081,19950912-0181,registered,
I-261,19950912-0181,not started,
I-5195,19950912-0181,not started,
I-5084,19950912-0181,not started,
I-5090,19950912-0181,registered,
I-576,19950912-0181,not started,
I-5089,19950912-0181,not started,
I-5087,19950912-0181,completed,3.0
I-5091,19950912-0181,completed,3.0
I-1956,19950912-0181,withdrawn,
I-5200,19950912-0181,completed,3.0
I-2797,19950912-0181,registered,
I-5202,19950912-0181,not started,
I-2718,19980926-0182,withdrawn,
I-2826,19980926-0182,not started,
I-1467,19980926-0182,completed,4.0
I-4924,19980926-0182,not started,
I-2831,19980926-0182,completed,3.0
I-621,19980926-0182,not started,
I-1151,19980926-0182,registered,
I-5240,19980926-0182,withdrawn,
I-4704,19980926-0182,registered,
I-1670,19980926-0182,not started,
I-2415,19980926-0182,completed,5.0
I-2833,19980926-0182,completed,5.0
I-2839,19980926-0182,completed,4.0
I-2923,19950707-0183,completed,4.0
I-2817,19950707-0183,not started,
I-2925,19950707-0183,not started,
I-3529,19950707-0183,withdrawn,
I-1773,19950707-0183,completed,3.0
I-3033,19950707-0183,not started,
I-4912,19950707-0183,withdrawn,
I-3038,19950707-0183,not started,
I-4891,19980628-0184,not started,
I-705,19980628-0184,completed,3.0
I-3426,19980628-0184,not started,
I-2702,19980628-0184,registered,
I-2812,19980628-0184,withdrawn,
I-3123,19980628-0184,completed,4.0
I-3842,19980628-0184,not started,
I-2814,19980628-0184,registered,
I-3292,19950212-0185,withdrawn,
I-143,19950212-0185,not started,
I-2362,19950212-0185,withdrawn,
I-2891,19950212-0185,not started,
I-2996,19950212-0185,not started,
I-2165,19950212-0185,not started,
I-2901,19950212-0185,registered,
I-2999,19950212-0185,completed,4.0
I-3097,19950212-0185,not started,
I-3001,19950212-0185,withdrawn,
I-4556,19950212-0185,withdrawn,
I-2376,19950212-0185,withdrawn,
I-4344,19970907-0186,withdrawn,
I-2795,19970907-0186,withdrawn,
I-4037,19970907-0186,completed,3.0
I-2064,19970907-0186,not started,
I-4466,19970907-0186,registered,
I-4467,19970907-0186,not started,
I-379,19970907-0186,not started,
I-4475,19970907-0186,registered,
I-4268,19970907-0186,completed,5.0
I-4579,19970907-0186,not started,
I-4582,19970907-0186,withdrawn,
I-1136,19970907-0186,withdrawn,
I-924,19970907-0186,registered,
I-4371,19970907-0186,registered,
I-4587,19970907-0186,withdrawn,
I-4586,19970907-0186,registered,
I-4588,19970907-0186,not started,
I-2996,19980219-0187,not started,
I-1312,19980219-0187,registered,
I-1310,19980219-0187,withdrawn,
I-4772,19980219-0187,registered,
I-1432,19980219-0187,completed,5.0
I-1433,19980219-0187,not started,
I-1434,19980219-0187,withdrawn,
I-2275,19980219-0187,registered,
I-2926,19970601-0188,completed,4.0
I-2713,19970601-0188,withdrawn,
I-2714,19970601-0188,completed,5.0
I-2717,19970601-0188,withdrawn,
I-2822,19970601-0188,not started,
I-2823,19970601-0188,registered,
