Course code,Study period,Academic year,Instance_id,Examiner
1091,3.0,2019-2020,I-4262,19640220-0029
1055,3.0,2019-2020,I-4263,19680712-0028
1223,1.0,2020-2021,I-4264,19630126-0001
1214,3.0,2020-2021,I-4265,19680712-0028
1270,2.0,2020-2021,I-4266,19620831-0024
1025,2.0,2020-2021,I-4267,19570828-0008
1206,4.0,2020-2021,I-4268,19560705-0025
1160,3.0,2020-2021,I-4269,19570826-0012
1109,2.0,2020-2021,I-4270,19640220-0029
1024,4.0,2020-2021,I-4271,19610918-0027
1016,1.0,2020-2021,I-4272,19601021-0018
1110,1.0,2021-2022,I-4273,19610918-0027
1262,2.0,2021-2022,I-4274,19570828-0008
1098,4.0,2021-2022,I-4275,19650303-0019
1065,2.0,2021-2022,I-4276,19580218-0007
1183,1.0,2021-2022,I-4277,19600529-0021
1119,3.0,2021-2022,I-4278,19560612-0010
1118,3.0,2021-2022,I-4279,19690513-0015
1115,4.0,2021-2022,I-4280,19680712-0028
1114,2.0,2021-2022,I-4281,19600905-0003
1005,4.0,2021-2022,I-4282,19560705-0025
1133,4.0,2022-2023,I-4283,19690408-0009
1269,3.0,2022-2023,I-4284,19560705-0025
1201,3.0,2022-2023,I-4285,19610623-0005
1299,4.0,2022-2023,I-4286,19560812-0016
1268,2.0,2022-2023,I-4287,19560812-0016
1258,1.0,2022-2023,I-4288,19660630-0020
1123,1.0,2022-2023,I-4289,19610620-0006
1287,1.0,2023-2024,I-4290,19601021-0018
1201,1.0,2023-2024,I-4291,19620522-0023
1299,1.0,2023-2024,I-4292,19610918-0027
1082,2.0,2023-2024,I-4293,19620831-0024
1213,4.0,2023-2024,I-4294,19690917-0022
1169,3.0,2023-2024,I-4295,19690513-0015
1070,2.0,2023-2024,I-4296,19640220-0029
1041,3.0,2023-2024,I-4297,19690513-0015
1037,3.0,2023-2024,I-4298,19561222-0030
1215,2.0,2013-2014,I-4299,19570828-0008
1276,3.0,2013-2014,I-4300,19610620-0006
1141,2.0,2013-2014,I-4301,19620424-0026
1248,4.0,2013-2014,I-4302,19601021-0018
1204,1.0,2013-2014,I-4303,19560705-0025
1186,4.0,2013-2014,I-4304,19650303-0019
1085,2.0,2013-2014,I-4305,19600905-0003
1083,4.0,2013-2014,I-4306,19560612-0010
1109,1.0,2014-2015,I-4307,19640414-0013
1197,3.0,2014-2015,I-4308,19620831-0024
1168,2.0,2014-2015,I-4309,19560812-0016
1127,4.0,2014-2015,I-4310,19690513-0015
1289,3.0,2014-2015,I-4311,19680712-0028
1229,3.0,2014-2015,I-4312,19560812-0016
1173,2.0,2014-2015,I-4313,19690917-0022
1031,3.0,2014-2015,I-4314,19640220-0029
1157,2.0,2015-2016,I-4315,19600529-0021
1206,1.0,2015-2016,I-4316,19570828-0008
1037,3.0,2015-2016,I-4317,19561222-0030
1165,1.0,2015-2016,I-4318,19580218-0007
1161,3.0,2015-2016,I-4319,19561222-0030
1130,1.0,2015-2016,I-4320,19580218-0007
1077,2.0,2015-2016,I-4321,19610623-0005
1061,1.0,2015-2016,I-4322,19570615-0011
1066,3.0,2016-2017,I-4323,19570615-0011
1050,3.0,2016-2017,I-4324,19570828-0008
1189,1.0,2016-2017,I-4325,19601021-0018
1133,4.0,2016-2017,I-4326,19690408-0009
1023,4.0,2016-2017,I-4327,19680712-0028
1256,2.0,2016-2017,I-4328,19580515-0017
1158,3.0,2016-2017,I-4329,19560812-0016
1045,1.0,2016-2017,I-4330,19600814-0002
1025,1.0,2016-2017,I-4331,19690513-0015
1145,1.0,2017-2018,I-4332,19600529-0021
1035,4.0,2017-2018,I-4333,19620831-0024
1226,2.0,2017-2018,I-4334,19640414-0013
1137,3.0,2017-2018,I-4335,19640220-0029
1063,4.0,2017-2018,I-4336,19561222-0030
1013,2.0,2017-2018,I-4337,19690408-0009
1295,3.0,2017-2018,I-4338,19560812-0016
1232,2.0,2017-2018,I-4339,19660630-0020
1216,4.0,2017-2018,I-4340,19610620-0006
1118,1.0,2017-2018,I-4341,19590129-0004
1104,4.0,2017-2018,I-4342,19620424-0026
1042,2.0,2017-2018,I-4343,19600814-0002
1297,3.0,2018-2019,I-4344,19601021-0018
1119,4.0,2018-2019,I-4345,19640414-0013
1073,3.0,2018-2019,I-4346,19600529-0021
1285,4.0,2018-2019,I-4347,19570615-0011
1268,2.0,2018-2019,I-4348,19600905-0003
1263,3.0,2018-2019,I-4349,19611219-0014
1254,1.0,2018-2019,I-4350,19570615-0011
1038,4.0,2018-2019,I-4351,19590129-0004
1010,4.0,2018-2019,I-4352,19580218-0007
1289,3.0,2019-2020,I-4353,19690408-0009
1089,4.0,2019-2020,I-4354,19560812-0016
1124,1.0,2019-2020,I-4355,19640220-0029
1100,2.0,2019-2020,I-4356,19610620-0006
1068,2.0,2019-2020,I-4357,19590129-0004
1296,3.0,2019-2020,I-4358,19640414-0013
1216,1.0,2019-2020,I-4359,19600529-0021
1215,1.0,2019-2020,I-4360,19600814-0002
1211,1.0,2019-2020,I-4361,19640220-0029
1137,3.0,2019-2020,I-4362,19560705-0025
1094,4.0,2019-2020,I-4363,19640220-0029
1267,3.0,2020-2021,I-4364,19570828-0008
1107,1.0,2020-2021,I-4365,19610623-0005
1277,1.0,2020-2021,I-4366,19610623-0005
1273,2.0,2020-2021,I-4367,19560812-0016
1104,4.0,2020-2021,I-4368,19650303-0019
1008,4.0,2020-2021,I-4369,19600905-0003
1278,2.0,2020-2021,I-4370,19640220-0029
1268,1.0,2020-2021,I-4371,19560812-0016
1134,1.0,2020-2021,I-4372,19640220-0029
1084,1.0,2020-2021,I-4373,19580218-0007
1074,3.0,2020-2021,I-4374,19600814-0002
1043,4.0,2020-2021,I-4375,19610918-0027
1258,4.0,2021-2022,I-4376,19600905-0003
1204,4.0,2021-2022,I-4377,19640414-0013
1160,1.0,2021-2022,I-4378,19640414-0013
1090,3.0,2021-2022,I-4379,19600814-0002
1284,4.0,2021-2022,I-4380,19560612-0010
1269,4.0,2021-2022,I-4381,19600905-0003
1168,3.0,2021-2022,I-4382,19610918-0027
1153,4.0,2021-2022,I-4383,19640220-0029
1143,4.0,2021-2022,I-4384,19620522-0023
1072,4.0,2021-2022,I-4385,19690513-0015
1057,2.0,2022-2023,I-4386,19690917-0022
1176,2.0,2022-2023,I-4387,19561222-0030
1109,1.0,2022-2023,I-4388,19560812-0016
1076,1.0,2022-2023,I-4389,19560812-0016
1242,1.0,2022-2023,I-4390,19580218-0007
1210,2.0,2022-2023,I-4391,19610623-0005
1160,1.0,2022-2023,I-4392,19690408-0009
1108,1.0,2022-2023,I-4393,19570828-0008
1083,4.0,2022-2023,I-4394,19640414-0013
1107,3.0,2023-2024,I-4395,19570828-0008
1168,3.0,2023-2024,I-4396,19570826-0012
1154,1.0,2023-2024,I-4397,19611219-0014
1125,2.0,2023-2024,I-4398,19570826-0012
1104,1.0,2023-2024,I-4399,19620522-0023
1299,3.0,2023-2024,I-4400,19610918-0027
1297,1.0,2023-2024,I-4401,19660630-0020
1294,1.0,2023-2024,I-4402,19610918-0027
1127,3.0,2023-2024,I-4403,19640414-0013
1120,1.0,2023-2024,I-4404,19580515-0017
1134,2.0,2013-2014,I-4405,19570615-0011
1114,3.0,2013-2014,I-4406,19630126-0001
1279,2.0,2013-2014,I-4407,19600905-0003
1190,4.0,2013-2014,I-4408,19590129-0004
1116,2.0,2013-2014,I-4409,19570828-0008
1269,3.0,2013-2014,I-4410,19560612-0010
1206,4.0,2013-2014,I-4411,19640220-0029
1154,1.0,2013-2014,I-4412,19650303-0019
1041,3.0,2013-2014,I-4413,19560612-0010
1201,2.0,2014-2015,I-4414,19610620-0006
1023,1.0,2014-2015,I-4415,19650303-0019
1280,3.0,2014-2015,I-4416,19570828-0008
1230,2.0,2014-2015,I-4417,19570828-0008
1208,3.0,2014-2015,I-4418,19660630-0020
1153,1.0,2014-2015,I-4419,19600529-0021
1274,1.0,2014-2015,I-4420,19580515-0017
1238,4.0,2014-2015,I-4421,19601021-0018
1193,2.0,2014-2015,I-4422,19570615-0011
1165,1.0,2014-2015,I-4423,19680712-0028
1065,2.0,2014-2015,I-4424,19640220-0029
1112,3.0,2015-2016,I-4425,19570828-0008
1238,2.0,2015-2016,I-4426,19561222-0030
1188,4.0,2015-2016,I-4427,19680712-0028
1135,1.0,2015-2016,I-4428,19611219-0014
1058,4.0,2015-2016,I-4429,19630126-0001
1198,1.0,2015-2016,I-4430,19640220-0029
1158,4.0,2015-2016,I-4431,19600814-0002
1100,2.0,2015-2016,I-4432,19600814-0002
1081,4.0,2015-2016,I-4433,19600529-0021
1078,2.0,2015-2016,I-4434,19590129-0004
1267,3.0,2016-2017,I-4435,19650303-0019
1064,4.0,2016-2017,I-4436,19640220-0029
1291,3.0,2016-2017,I-4437,19650303-0019
1277,1.0,2016-2017,I-4438,19611219-0014
1212,4.0,2016-2017,I-4439,19610918-0027
1123,4.0,2016-2017,I-4440,19640414-0013
1220,2.0,2016-2017,I-4441,19600814-0002
1165,4.0,2016-2017,I-4442,19560612-0010
1077,2.0,2016-2017,I-4443,19560612-0010
1056,1.0,2016-2017,I-4444,19610620-0006
1282,4.0,2017-2018,I-4445,19560812-0016
1089,3.0,2017-2018,I-4446,19630126-0001
1297,4.0,2017-2018,I-4447,19690513-0015
1248,1.0,2017-2018,I-4448,19630126-0001
1227,1.0,2017-2018,I-4449,19620424-0026
1037,2.0,2017-2018,I-4450,19610918-0027
1296,2.0,2017-2018,I-4451,19580218-0007
1266,1.0,2017-2018,I-4452,19680712-0028
1201,3.0,2017-2018,I-4453,19580515-0017
1011,1.0,2017-2018,I-4454,19640414-0013
1178,2.0,2018-2019,I-4455,19690513-0015
1033,2.0,2018-2019,I-4456,19600814-0002
1258,3.0,2018-2019,I-4457,19601021-0018
1096,1.0,2018-2019,I-4458,19650303-0019
1065,3.0,2018-2019,I-4459,19620522-0023
1263,1.0,2018-2019,I-4460,19600814-0002
1211,1.0,2018-2019,I-4461,19620522-0023
1184,4.0,2018-2019,I-4462,19620424-0026
1173,1.0,2018-2019,I-4463,19640220-0029
1027,1.0,2018-2019,I-4464,19610918-0027
1012,4.0,2018-2019,I-4465,19570615-0011
1080,2.0,2019-2020,I-4466,19630126-0001
1032,1.0,2019-2020,I-4467,19560612-0010
1282,4.0,2019-2020,I-4468,19611219-0014
1124,3.0,2019-2020,I-4469,19650303-0019
1083,2.0,2019-2020,I-4470,19580218-0007
1026,3.0,2019-2020,I-4471,19650303-0019
1297,3.0,2019-2020,I-4472,19560705-0025
1152,3.0,2019-2020,I-4473,19560812-0016
1028,4.0,2019-2020,I-4474,19660630-0020
1006,4.0,2019-2020,I-4475,19620522-0023
1046,4.0,2020-2021,I-4476,19600814-0002
1271,4.0,2020-2021,I-4477,19660630-0020
1201,3.0,2020-2021,I-4478,19560705-0025
1258,3.0,2020-2021,I-4479,19630126-0001
1259,1.0,2020-2021,I-4480,19640220-0029
1241,3.0,2020-2021,I-4481,19620522-0023
1038,3.0,2020-2021,I-4482,19680712-0028
1022,1.0,2020-2021,I-4483,19610918-0027
1043,4.0,2021-2022,I-4484,19560705-0025
1264,3.0,2021-2022,I-4485,19640220-0029
1041,4.0,2021-2022,I-4486,19640220-0029
1037,4.0,2021-2022,I-4487,19560612-0010
1270,1.0,2021-2022,I-4488,19610620-0006
1254,1.0,2021-2022,I-4489,19620424-0026
1232,1.0,2021-2022,I-4490,19590129-0004
1032,1.0,2021-2022,I-4491,19601021-0018
1177,1.0,2022-2023,I-4492,19680712-0028
1262,2.0,2022-2023,I-4493,19570615-0011
1242,2.0,2022-2023,I-4494,19640220-0029
1104,4.0,2022-2023,I-4495,19570828-0008
1263,3.0,2022-2023,I-4496,19600905-0003
1226,2.0,2022-2023,I-4497,19570826-0012
1158,2.0,2022-2023,I-4498,19570826-0012
1037,4.0,2022-2023,I-4499,19580218-0007
1011,1.0,2022-2023,I-4500,19610620-0006
1155,4.0,2023-2024,I-4501,19580218-0007
1034,1.0,2023-2024,I-4502,19590129-0004
1273,1.0,2023-2024,I-4503,19600905-0003
1220,2.0,2023-2024,I-4504,19600529-0021
1099,4.0,2023-2024,I-4505,19560612-0010
1080,4.0,2023-2024,I-4506,19610918-0027
1283,1.0,2023-2024,I-4507,19600814-0002
1189,2.0,2023-2024,I-4508,19580515-0017
1092,3.0,2023-2024,I-4509,19610623-0005
1005,4.0,2023-2024,I-4510,19660630-0020
1218,4.0,2013-2014,I-4511,19570828-0008
1287,2.0,2013-2014,I-4512,19560705-0025
1212,1.0,2013-2014,I-4513,19610620-0006
1077,1.0,2013-2014,I-4514,19610620-0006
1070,2.0,2013-2014,I-4515,19620831-0024
1224,2.0,2013-2014,I-4516,19610918-0027
1153,3.0,2013-2014,I-4517,19560812-0016
1119,4.0,2013-2014,I-4518,19690408-0009
1111,1.0,2013-2014,I-4519,19610623-0005
1086,3.0,2013-2014,I-4520,19590129-0004
1080,2.0,2013-2014,I-4521,19690917-0022
1290,4.0,2014-2015,I-4522,19610918-0027
1189,2.0,2014-2015,I-4523,19580218-0007
1096,4.0,2014-2015,I-4524,19570826-0012
1297,1.0,2014-2015,I-4525,19620831-0024
1174,3.0,2014-2015,I-4526,19660630-0020
1168,1.0,2014-2015,I-4527,19600814-0002
1113,1.0,2014-2015,I-4528,19640414-0013
1053,3.0,2014-2015,I-4529,19610918-0027
1136,4.0,2015-2016,I-4530,19600905-0003
1226,3.0,2015-2016,I-4531,19610620-0006
1218,2.0,2015-2016,I-4532,19610918-0027
1165,2.0,2015-2016,I-4533,19600529-0021
1083,1.0,2015-2016,I-4534,19620831-0024
1291,2.0,2015-2016,I-4535,19561222-0030
1245,4.0,2015-2016,I-4536,19620831-0024
1158,1.0,2015-2016,I-4537,19640414-0013
1134,4.0,2015-2016,I-4538,19690917-0022
1121,3.0,2015-2016,I-4539,19600814-0002
1112,3.0,2015-2016,I-4540,19620522-0023
1118,1.0,2016-2017,I-4541,19601021-0018
1128,1.0,2016-2017,I-4542,19580515-0017
1054,2.0,2016-2017,I-4543,19630126-0001
1243,3.0,2016-2017,I-4544,19640414-0013
1215,1.0,2016-2017,I-4545,19570615-0011
1061,2.0,2016-2017,I-4546,19601021-0018
1040,4.0,2016-2017,I-4547,19620522-0023
1258,2.0,2017-2018,I-4548,19610623-0005
1172,3.0,2017-2018,I-4549,19690917-0022
1283,2.0,2017-2018,I-4550,19560705-0025
1278,2.0,2017-2018,I-4551,19601021-0018
1156,2.0,2017-2018,I-4552,19580515-0017
1107,4.0,2017-2018,I-4553,19580218-0007
1082,2.0,2017-2018,I-4554,19640220-0029
1057,3.0,2017-2018,I-4555,19601021-0018
1036,1.0,2017-2018,I-4556,19600905-0003
1144,2.0,2018-2019,I-4557,19611219-0014
1249,4.0,2018-2019,I-4558,19570615-0011
1246,3.0,2018-2019,I-4559,19620831-0024
1094,4.0,2018-2019,I-4560,19601021-0018
1028,2.0,2018-2019,I-4561,19611219-0014
1268,2.0,2018-2019,I-4562,19580218-0007
1179,1.0,2018-2019,I-4563,19601021-0018
1170,2.0,2018-2019,I-4564,19560612-0010
1158,2.0,2018-2019,I-4565,19640220-0029
1062,3.0,2018-2019,I-4566,19580218-0007
1194,1.0,2019-2020,I-4567,19580515-0017
1250,1.0,2019-2020,I-4568,19690513-0015
1241,3.0,2019-2020,I-4569,19580218-0007
1222,3.0,2019-2020,I-4570,19640220-0029
1159,1.0,2019-2020,I-4571,19600814-0002
1259,3.0,2019-2020,I-4572,19560812-0016
1244,3.0,2019-2020,I-4573,19570615-0011
1238,1.0,2019-2020,I-4574,19570826-0012
1203,4.0,2019-2020,I-4575,19600905-0003
1054,2.0,2019-2020,I-4576,19580218-0007
1016,3.0,2019-2020,I-4577,19640220-0029
1206,4.0,2020-2021,I-4578,19570615-0011
1004,1.0,2020-2021,I-4579,19590129-0004
1268,1.0,2020-2021,I-4580,19600814-0002
1193,4.0,2020-2021,I-4581,19601021-0018
1141,3.0,2020-2021,I-4582,19620831-0024
1028,4.0,2020-2021,I-4583,19660630-0020
1235,2.0,2020-2021,I-4584,19580218-0007
1185,2.0,2020-2021,I-4585,19690513-0015
1173,3.0,2020-2021,I-4586,19600814-0002
1103,1.0,2020-2021,I-4587,19561222-0030
1010,3.0,2020-2021,I-4588,19620522-0023
1159,4.0,2021-2022,I-4589,19630126-0001
1294,4.0,2021-2022,I-4590,19600814-0002
1281,1.0,2021-2022,I-4591,19601021-0018
1137,3.0,2021-2022,I-4592,19690408-0009
1098,1.0,2021-2022,I-4593,19660630-0020
1285,2.0,2021-2022,I-4594,19560705-0025
1223,3.0,2021-2022,I-4595,19560612-0010
1207,4.0,2021-2022,I-4596,19611219-0014
1160,1.0,2021-2022,I-4597,19640414-0013
1104,2.0,2021-2022,I-4598,19610918-0027
1044,3.0,2021-2022,I-4599,19570826-0012
1043,3.0,2022-2023,I-4600,19560812-0016
1217,2.0,2022-2023,I-4601,19600814-0002
1088,3.0,2022-2023,I-4602,19570828-0008
1250,3.0,2022-2023,I-4603,19590129-0004
1222,1.0,2022-2023,I-4604,19601021-0018
1127,2.0,2022-2023,I-4605,19580515-0017
1099,3.0,2022-2023,I-4606,19600905-0003
1092,2.0,2022-2023,I-4607,19620424-0026
1035,3.0,2023-2024,I-4608,19610918-0027
1297,4.0,2023-2024,I-4609,19640220-0029
1222,3.0,2023-2024,I-4610,19570826-0012
1146,1.0,2023-2024,I-4611,19600905-0003
1239,4.0,2023-2024,I-4612,19680712-0028
1092,4.0,2023-2024,I-4613,19570826-0012
1088,2.0,2023-2024,I-4614,19570828-0008
1050,3.0,2023-2024,I-4615,19640414-0013
1030,2.0,2023-2024,I-4616,19600814-0002
1014,3.0,2023-2024,I-4617,19580515-0017
1182,2.0,2013-2014,I-4618,19570828-0008
1004,4.0,2013-2014,I-4619,19690408-0009
1262,2.0,2013-2014,I-4620,19640220-0029
1159,3.0,2013-2014,I-4621,19650303-0019
1104,4.0,2013-2014,I-4622,19690917-0022
1228,3.0,2013-2014,I-4623,19600814-0002
1215,1.0,2013-2014,I-4624,19630126-0001
1191,1.0,2013-2014,I-4625,19640220-0029
1095,3.0,2013-2014,I-4626,19680712-0028
1030,4.0,2013-2014,I-4627,19610623-0005
1272,3.0,2014-2015,I-4628,19570828-0008
1088,1.0,2014-2015,I-4629,19620424-0026
1227,2.0,2014-2015,I-4630,19570828-0008
1146,1.0,2014-2015,I-4631,19660630-0020
1242,2.0,2014-2015,I-4632,19590129-0004
1197,1.0,2014-2015,I-4633,19660630-0020
1180,3.0,2014-2015,I-4634,19600814-0002
1148,1.0,2014-2015,I-4635,19600814-0002
1143,1.0,2014-2015,I-4636,19650303-0019
1119,3.0,2014-2015,I-4637,19610620-0006
1140,4.0,2015-2016,I-4638,19570826-0012
1136,4.0,2015-2016,I-4639,19660630-0020
1262,2.0,2015-2016,I-4640,19600905-0003
1252,3.0,2015-2016,I-4641,19690408-0009
1160,4.0,2015-2016,I-4642,19580515-0017
1072,1.0,2015-2016,I-4643,19610918-0027
1268,2.0,2015-2016,I-4644,19600529-0021
1192,1.0,2015-2016,I-4645,19580218-0007
1133,1.0,2015-2016,I-4646,19611219-0014
1104,4.0,2015-2016,I-4647,19600529-0021
1083,4.0,2015-2016,I-4648,19620424-0026
1032,2.0,2015-2016,I-4649,19620424-0026
1107,3.0,2016-2017,I-4650,19630126-0001
1030,1.0,2016-2017,I-4651,19560812-0016
1114,1.0,2016-2017,I-4652,19620424-0026
1090,2.0,2016-2017,I-4653,19570828-0008
1239,4.0,2016-2017,I-4654,19600529-0021
1218,4.0,2016-2017,I-4655,19690408-0009
1210,3.0,2016-2017,I-4656,19690917-0022
1132,2.0,2016-2017,I-4657,19561222-0030
1141,3.0,2017-2018,I-4658,19600814-0002
1123,2.0,2017-2018,I-4659,19600814-0002
1092,1.0,2017-2018,I-4660,19610620-0006
1074,3.0,2017-2018,I-4661,19640220-0029
1025,4.0,2017-2018,I-4662,19620831-0024
1296,3.0,2017-2018,I-4663,19561222-0030
1159,2.0,2017-2018,I-4664,19590129-0004
1151,4.0,2017-2018,I-4665,19640220-0029
1122,3.0,2017-2018,I-4666,19570615-0011
1071,2.0,2017-2018,I-4667,19611219-0014
1031,1.0,2017-2018,I-4668,19580218-0007
1083,3.0,2018-2019,I-4669,19560705-0025
1281,2.0,2018-2019,I-4670,19561222-0030
1061,3.0,2018-2019,I-4671,19690513-0015
1220,2.0,2018-2019,I-4672,19690408-0009
1201,4.0,2018-2019,I-4673,19640220-0029
1199,4.0,2018-2019,I-4674,19660630-0020
1124,1.0,2018-2019,I-4675,19660630-0020
1076,2.0,2018-2019,I-4676,19640414-0013
1056,2.0,2018-2019,I-4677,19610620-0006
1271,4.0,2019-2020,I-4678,19650303-0019
1136,1.0,2019-2020,I-4679,19690408-0009
1253,1.0,2019-2020,I-4680,19560705-0025
1237,2.0,2019-2020,I-4681,19610918-0027
1221,2.0,2019-2020,I-4682,19620522-0023
1203,3.0,2019-2020,I-4683,19640414-0013
1086,2.0,2019-2020,I-4684,19640220-0029
1007,3.0,2019-2020,I-4685,19560705-0025
1150,3.0,2020-2021,I-4686,19660630-0020
1258,2.0,2020-2021,I-4687,19570828-0008
1137,1.0,2020-2021,I-4688,19640220-0029
1228,4.0,2020-2021,I-4689,19570615-0011
1226,3.0,2020-2021,I-4690,19690917-0022
1185,3.0,2020-2021,I-4691,19600814-0002
1178,1.0,2020-2021,I-4692,19640220-0029
1232,3.0,2021-2022,I-4693,19640220-0029
1068,1.0,2021-2022,I-4694,19560612-0010
1282,1.0,2021-2022,I-4695,19640414-0013
1160,4.0,2021-2022,I-4696,19680712-0028
1032,4.0,2021-2022,I-4697,19620831-0024
1022,2.0,2021-2022,I-4698,19620831-0024
1286,1.0,2021-2022,I-4699,19640220-0029
1278,3.0,2021-2022,I-4700,19610623-0005
1239,2.0,2021-2022,I-4701,19690408-0009
1212,2.0,2021-2022,I-4702,19610918-0027
1199,4.0,2021-2022,I-4703,19611219-0014
1296,2.0,2022-2023,I-4704,19580515-0017
1053,1.0,2022-2023,I-4705,19561222-0030
1245,1.0,2022-2023,I-4706,19620831-0024
1238,1.0,2022-2023,I-4707,19570828-0008
1170,1.0,2022-2023,I-4708,19620424-0026
1288,4.0,2022-2023,I-4709,19640220-0029
1246,4.0,2022-2023,I-4710,19610918-0027
1186,1.0,2022-2023,I-4711,19560705-0025
1102,2.0,2022-2023,I-4712,19610918-0027
1093,3.0,2022-2023,I-4713,19580515-0017
1058,1.0,2022-2023,I-4714,19600905-0003
1034,2.0,2023-2024,I-4715,19640414-0013
1295,4.0,2023-2024,I-4716,19610623-0005
1279,1.0,2023-2024,I-4717,19690408-0009
1190,2.0,2023-2024,I-4718,19610918-0027
1026,3.0,2023-2024,I-4719,19660630-0020
1247,2.0,2023-2024,I-4720,19630126-0001
1194,2.0,2023-2024,I-4721,19570828-0008
1131,1.0,2023-2024,I-4722,19620424-0026
1121,1.0,2023-2024,I-4723,19600905-0003
1051,4.0,2023-2024,I-4724,19680712-0028
1003,3.0,2023-2024,I-4725,19611219-0014
1266,2.0,2013-2014,I-4726,19690513-0015
1017,3.0,2013-2014,I-4727,19650303-0019
1222,2.0,2013-2014,I-4728,19611219-0014
1117,3.0,2013-2014,I-4729,19640414-0013
1072,1.0,2013-2014,I-4730,19680712-0028
1204,4.0,2013-2014,I-4731,19630126-0001
1137,3.0,2013-2014,I-4732,19590129-0004
1121,3.0,2013-2014,I-4733,19560705-0025
1122,4.0,2013-2014,I-4734,19610918-0027
1113,1.0,2013-2014,I-4735,19570828-0008
1073,4.0,2013-2014,I-4736,19690513-0015
1032,4.0,2014-2015,I-4737,19620831-0024
1201,3.0,2014-2015,I-4738,19600529-0021
1149,3.0,2014-2015,I-4739,19660630-0020
1097,2.0,2014-2015,I-4740,19690408-0009
1258,4.0,2014-2015,I-4741,19580218-0007
1214,2.0,2014-2015,I-4742,19560812-0016
1145,4.0,2014-2015,I-4743,19600905-0003
1096,1.0,2014-2015,I-4744,19601021-0018
1153,1.0,2015-2016,I-4745,19620424-0026
1290,2.0,2015-2016,I-4746,19600905-0003
1270,1.0,2015-2016,I-4747,19600529-0021
1152,4.0,2015-2016,I-4748,19570828-0008
1095,3.0,2015-2016,I-4749,19560612-0010
1177,2.0,2015-2016,I-4750,19620522-0023
1114,4.0,2015-2016,I-4751,19610623-0005
1059,3.0,2015-2016,I-4752,19570828-0008
1025,4.0,2015-2016,I-4753,19600905-0003
1290,1.0,2016-2017,I-4754,19600905-0003
1123,4.0,2016-2017,I-4755,19570828-0008
1049,1.0,2016-2017,I-4756,19630126-0001
1030,3.0,2016-2017,I-4757,19580515-0017
1214,2.0,2016-2017,I-4758,19610623-0005
1192,3.0,2016-2017,I-4759,19560612-0010
1068,2.0,2016-2017,I-4760,19690408-0009
1038,4.0,2016-2017,I-4761,19560812-0016
1023,2.0,2016-2017,I-4762,19610620-0006
1211,3.0,2017-2018,I-4763,19610620-0006
1151,2.0,2017-2018,I-4764,19561222-0030
1271,3.0,2017-2018,I-4765,19690513-0015
1210,4.0,2017-2018,I-4766,19560612-0010
1067,3.0,2017-2018,I-4767,19660630-0020
1048,3.0,2017-2018,I-4768,19611219-0014
1161,3.0,2017-2018,I-4769,19650303-0019
1134,1.0,2017-2018,I-4770,19580218-0007
1129,3.0,2017-2018,I-4771,19620831-0024
1112,4.0,2017-2018,I-4772,19560612-0010
1004,1.0,2017-2018,I-4773,19611219-0014
1151,4.0,2018-2019,I-4774,19570826-0012
1089,4.0,2018-2019,I-4775,19650303-0019
1271,4.0,2018-2019,I-4776,19560812-0016
1242,2.0,2018-2019,I-4777,19590129-0004
1206,3.0,2018-2019,I-4778,19601021-0018
1160,1.0,2018-2019,I-4779,19560705-0025
1245,1.0,2018-2019,I-4780,19620424-0026
1207,2.0,2018-2019,I-4781,19630126-0001
1197,4.0,2018-2019,I-4782,19610620-0006
1187,3.0,2018-2019,I-4783,19620831-0024
1143,4.0,2018-2019,I-4784,19560612-0010
1124,2.0,2018-2019,I-4785,19600529-0021
1250,1.0,2019-2020,I-4786,19650303-0019
1024,2.0,2019-2020,I-4787,19570828-0008
1284,3.0,2019-2020,I-4788,19561222-0030
1179,1.0,2019-2020,I-4789,19611219-0014
1004,4.0,2019-2020,I-4790,19650303-0019
1237,4.0,2019-2020,I-4791,19630126-0001
1164,2.0,2019-2020,I-4792,19690513-0015
1153,1.0,2019-2020,I-4793,19611219-0014
1130,4.0,2019-2020,I-4794,19580515-0017
1056,3.0,2019-2020,I-4795,19640414-0013
1037,1.0,2019-2020,I-4796,19640414-0013
1220,4.0,2020-2021,I-4797,19680712-0028
1175,4.0,2020-2021,I-4798,19611219-0014
1278,4.0,2020-2021,I-4799,19580515-0017
1126,4.0,2020-2021,I-4800,19690408-0009
1121,4.0,2020-2021,I-4801,19650303-0019
1284,3.0,2020-2021,I-4802,19600814-0002
1252,4.0,2020-2021,I-4803,19640220-0029
1123,4.0,2020-2021,I-4804,19600814-0002
1109,4.0,2020-2021,I-4805,19600905-0003
1063,4.0,2020-2021,I-4806,19690408-0009
1046,3.0,2020-2021,I-4807,19560812-0016
1163,4.0,2021-2022,I-4808,19570828-0008
1275,2.0,2021-2022,I-4809,19600529-0021
1156,4.0,2021-2022,I-4810,19620831-0024
1069,4.0,2021-2022,I-4811,19560812-0016
1205,1.0,2021-2022,I-4812,19600905-0003
1142,1.0,2021-2022,I-4813,19620831-0024
1101,2.0,2021-2022,I-4814,19580218-0007
1070,1.0,2021-2022,I-4815,19650303-0019
1058,4.0,2022-2023,I-4816,19610918-0027
1206,3.0,2022-2023,I-4817,19690513-0015
1176,1.0,2022-2023,I-4818,19690917-0022
1083,2.0,2022-2023,I-4819,19630126-0001
1267,4.0,2022-2023,I-4820,19600905-0003
